l,r2,e,r1,p
"(:Location {name: 巴黎, nodeId: 397.0})",[:OCCURS_IN],"(:Event {eventId: 3352, predicate: 参加, name: 陈毅与周恩来、赵世炎等开展反对北洋政府秘密借款的运动（巴黎）, eventType: 聚集, startDate: 1921})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2812, predicate: 创作, name: 陈毅在《红旗》杂志发表《中苏同盟是世界和平的强大堡垒》（北京市）, startDate: 1960-02-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2813, predicate: 参加, name: 陈毅出席苏联驻中国大使契尔沃年科举行举行的宴会（北京市）, startDate: 1960-02-14 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2851, predicate: 参加, name: 陈毅出席《中缅边界条约》签字仪式（北京市）, startDate: 1960-10-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2837, name: 陈毅宣布中国政府承认尼日尔共和国（北京市）, startDate: 1960-08-02 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 龙岩市, nodeId: 731.0})",[:OCCURS_IN],"(:Event {eventId: 3360, predicate: 指挥, name: 毛泽东、朱德、陈毅率红四军进入闽西（龙岩市）, eventType: 战争, startDate: 1929-05-23 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2870, predicate: 迎接, name: 陈毅欢迎图尔西·吉里（北京市）, eventType: 访问, startDate: 1963-01-19 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2892, predicate: 会见, name: 陈毅接见尼泊尔全国评议会代表团（北京市）, eventType: 访问, startDate: 1963-10-26 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3380, predicate: 主持, endDate: 1969-10-01 00:00:00, name: 陈毅主持了24次“四元帅国际形势座谈会”（北京市）, eventType: 会议, startDate: 1969-03-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 拉瓦尔品第, nodeId: 2308.0})",[:OCCURS_IN],"(:Event {eventId: 2346, name: 陈毅与刘少奇从乌鲁木齐到巴基斯的坦拉瓦尔品第（拉瓦尔品第）, eventType: 移动, startDate: 1966-03-26 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 巴黎, nodeId: 397.0})",[:OCCURS_IN],"(:Event {eventId: 399, predicate: 参加, name: 陈毅参与法国大规模罢工（巴黎）, startDate: 1920-05-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 延安市, nodeId: 1119.0})",[:OCCURS_IN],"(:Event {eventId: 1291, endDate: 1937-12-14 00:00:00, name: 陈毅任中共中央革命军事委员会新四军分会副书记（延安市）, eventType: 任职, startDate: 1937-12-09 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2588, predicate: 参加, name: 陈毅出席中共七届四中全会（北京市）, eventType: 会议, startDate: 1954-02-06 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2604, predicate: 参加, name: 陈毅参加全国人大常务委员会第四十五次会议（北京市）, eventType: 会议, startDate: 1956-09-14 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 拉瓦尔品第, nodeId: 2308.0})",[:OCCURS_IN],"(:Event {eventId: 3160, name: 陈毅陪同刘少奇夫妇访问巴基斯坦（拉瓦尔品第）, eventType: 访问, startDate: 1966-03-26 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 盐城市, nodeId: 940.0})",[:OCCURS_IN],"(:Event {eventId: 2512, name: 陈毅与赖传珠等谈南面情况（盐城市）, startDate: 1941-02-08 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 上海市, nodeId: 375.0})",[:OCCURS_IN],"(:Event {eventId: 2778, name: 陈毅全票当选为上海市长（上海市）, eventType: 任职, startDate: 1950-10-24 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 广州市, nodeId: 459.0})",[:OCCURS_IN],"(:Event {eventId: 3236, predicate: 创作, name: 陈毅写作《游肇庆》（广州市）, startDate: 1966-01-20 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3194, predicate: 创作, name: 陈毅写作《无产阶级文化大革命万岁》（北京市）, startDate: 1966-10-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2732, predicate: 迎接, name: 陈毅欢迎西哈努克亲王来中国访问（北京市）, eventType: 访问, startDate: 1958-08-15 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 盐城市, nodeId: 940.0})",[:OCCURS_IN],"(:Event {eventId: 2518, predicate: 参加, name: 陈毅出席新四军军分会扩大会议（盐城市）, eventType: 会议, startDate: 1941-05-20 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 西柏坡, nodeId: 1001.0})",[:OCCURS_IN],"(:Event {eventId: 1567, predicate: 参加, name: 陈毅参加中共七届二中全会（西柏坡）, eventType: 会议, startDate: 1949-02-25 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 上海市, nodeId: 375.0})",[:OCCURS_IN],"(:Event {eventId: 3485, predicate: 参加, name: 陈毅报告1951年上海市工作任务（上海市）, eventType: 会议, startDate: 1951-01-09 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 柏林市, nodeId: 2339.0})",[:OCCURS_IN],"(:Event {eventId: 2476, name: 陈毅参观马恩纪念馆（柏林市）, eventType: 访问, startDate: 1954-10-06 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3062, predicate: 参加, name: 陈毅参加声讨英国帝国主义镇压香港爱国同胞暴行大会（北京市）, eventType: 会议, startDate: 1967-05-18 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 日内瓦, nodeId: 1450.0})",[:OCCURS_IN],"(:Event {eventId: 3012, name: 陈毅接受见瑞士电视台记者阿蒙·卡维泽尔采访（日内瓦）, startDate: 1962-07-19 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3168, name: 张春桥指使王洪文等人编造《陈毅反动言论小集》（北京市）, startDate: 1968-11-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 伊尔库茨克市, nodeId: 2486.0})",[:OCCURS_IN],"(:Event {eventId: 2472, name: 陈毅抵达伊尔库茨克（伊尔库茨克市）, eventType: 访问, startDate: 1954-10-03 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 横县, nodeId: 2943.0})",[:OCCURS_IN],"(:Event {eventId: 2927, name: 陈毅视察广西西津水电站（横县）, startDate: 1964-11-15 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3314, predicate: 参加, name: 陈毅参加古籍小组座谈会（北京市）, eventType: 会议, startDate: 1958-07-04 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 贾汪区, nodeId: 2634.0})",[:OCCURS_IN],"(:Event {eventId: 2635, predicate: 汇报, name: 陈毅在华东野战军前委扩大会议上传达政治局会议决议和毛泽东指示（贾汪区）, eventType: 会议, startDate: 1949-01-22 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 盐城市, nodeId: 940.0})",[:OCCURS_IN],"(:Event {eventId: 2536, predicate: 汇报, name: 陈毅向中共中央和毛泽东报告对于统一华中领导的意见（盐城市）, startDate: 1942-11-19 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 上海市, nodeId: 375.0})",[:OCCURS_IN],"(:Event {eventId: 2776, predicate: 参加, name: 陈毅参加上海市第二届各界人民代表会议第一次会议（上海市）, eventType: 会议, startDate: 1950-10-16 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2736, predicate: 迎接, name: 陈毅欢迎德意志民主共和国政府代表团来我国访问（北京市）, eventType: 访问, startDate: 1959-01-22 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 临沂市, nodeId: 1551.0})",[:OCCURS_IN],"(:Event {eventId: 2560, predicate: 参加, name: 陈毅参加华东局和山东军区干部会议（临沂市）, eventType: 会议, startDate: 1946-02-11 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3108, predicate: 迎接, name: 陈毅到机场欢迎叙利亚访华友好代表团（北京市）, startDate: 1965-03-15 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 和田市, nodeId: 3223.0})",[:OCCURS_IN],"(:Event {eventId: 3136, name: 陈毅写作《归国越昆仑飞抵和田》（和田市）, startDate: 1965-07-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3400, predicate: 会见, name: 陈毅会见阿尔巴尼亚劳动党中央委员贝哈尔·什图拉（北京市）, eventType: 聚集, startDate: 1967-01-14 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 徐州市, nodeId: 1017.0})",[:OCCURS_IN],"(:Event {eventId: 2646, predicate: 指示, name: 陈毅和粟裕等下达第三野战军《京沪杭战役预备命令》（徐州市）, startDate: 1949-02-20 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 金边, nodeId: 2289.0})",[:OCCURS_IN],"(:Event {eventId: 2347, name: 陈毅与周恩来从昆明到柬埔寨（金边）, eventType: 移动, startDate: 1960-05-05 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3037, name: 陈毅让李一氓组织外办工作人员“夺权”以免外事大权旁落（北京市）, startDate: 1967-01-19 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 松源镇, nodeId: 776.0})",[:OCCURS_IN],"(:Event {eventId: 1424, predicate: 联系, name: 朱德派陈毅赴蛟洋请毛泽东复职（松源镇）, startDate: 1929-08-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 457, predicate: 参加, name: 陈毅加入中国共产党（北京市）, startDate: 1923-11-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 盐城市, nodeId: 940.0})",[:OCCURS_IN],"(:Event {eventId: 2531, name: 陈毅长子昊苏出生（盐城市）, startDate: 1942-05-25 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 广州市, nodeId: 459.0})",[:OCCURS_IN],"(:Event {eventId: 3158, name: 陈毅到广东视察（广州市）, eventType: 访问, startDate: 1966-01-20 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 瑞金市, nodeId: 692.0})",[:OCCURS_IN],"(:Event {eventId: 1823, predicate: 授予, endDate: 1934-02-01 00:00:00, name: 陈毅被授予红星奖章（瑞金市）, startDate: 1934-01-22 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 上海市, nodeId: 375.0})",[:OCCURS_IN],"(:Event {eventId: 2694, predicate: 参加, name: 陈毅在纪念“七七”抗日12周年和庆祝上海解放大会上讲话（上海市）, eventType: 会议, startDate: 1949-07-07 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 上海市, nodeId: 375.0})",[:OCCURS_IN],"(:Event {eventId: 2707, predicate: 参加, name: 陈毅出席华东首届工业会议（上海市）, eventType: 会议, startDate: 1949-12-09 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 盐城市, nodeId: 940.0})",[:OCCURS_IN],"(:Event {eventId: 2517, predicate: 召开, name: 陈毅和刘少奇等召开华中局高级干部会议（盐城市）, eventType: 会议, startDate: 1941-05-16 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3203, predicate: 参加, name: 陈毅出席文艺界无产阶级文化大革命大会（北京市）, eventType: 会议, startDate: 1966-11-28 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 上海市, nodeId: 375.0})",[:OCCURS_IN],"(:Event {eventId: 2799, predicate: 召开, name: 陈毅召开中共上海市委会议讨论如何开展“五反”运动（上海市）, eventType: 会议, startDate: 1952-03-06 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 460, name: 陈毅继任中法大学党支部书记（北京市）, eventType: 任职, startDate: 1924})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3076, predicate: 参加, name: 谢富治主持批斗陈毅大会（北京市）, eventType: 会议, startDate: 1967-08-15 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3387, predicate: 会见, name: 陈毅参加毛泽东与赫鲁晓夫的会谈（北京市）, startDate: 1959-10-02 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 珍宝岛, nodeId: 3220.0})",[:OCCURS_IN],"(:Event {eventId: 3180, name: 毛泽东委托陈毅等人就珍宝岛事件探讨世界局势（北京市）, startDate: 1969-03-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3180, name: 毛泽东委托陈毅等人就珍宝岛事件探讨世界局势（北京市）, startDate: 1969-03-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3029, predicate: 迎接, name: 陈毅欢迎蒙古部长会议主席尤睦佳·泽登巴尔访华（北京市）, eventType: 访问, startDate: 1962-12-25 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2353, name: 陈毅率代表团前往西藏自治区（北京市）, eventType: 访问, startDate: 1956-03-16 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 福建省, nodeId: 1007.0})",[:OCCURS_IN],"(:Event {eventId: 2784, name: 陈毅从北京到福建（福建省）, eventType: 移动, startDate: 1951-03-06 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 石河子, nodeId: 3224.0})",[:OCCURS_IN],"(:Event {eventId: 3138, predicate: 创作, name: 陈毅写作《访新疆》诗二首（石河子）, startDate: 1965-07-05 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 上海市, nodeId: 375.0})",[:OCCURS_IN],"(:Event {eventId: 2797, predicate: 参加, name: 陈毅参加上海工人“五反”运动代表会议（上海市）, eventType: 会议, startDate: 1952-02-20 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 上海市, nodeId: 375.0})",[:OCCURS_IN],"(:Event {eventId: 3488, predicate: 参加, name: 陈毅与谭震林对上海“三反”运动作指示（上海市）, eventType: 会议, startDate: 1952-02-20 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3068, predicate: 会见, name: 陈毅参加周恩来和卡翁达举行的会谈（北京市）, startDate: 1967-06-22 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3063, predicate: 会见, name: 陈毅接见越南驻中国大使馆临时代办黎终始（北京市）, startDate: 1967-05-22 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 万隆市, nodeId: 1781.0})",[:OCCURS_IN],"(:Event {eventId: 3370, name: 周恩来和陈毅出席中印尼《关于双重国籍问题的条约》签字典礼（万隆市）, startDate: 1955-04-22 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 喀布尔, nodeId: 2293.0})",[:OCCURS_IN],"(:Event {eventId: 2292, name: 陈毅和萨达尔·穆罕默德·纳伊姆签订中阿友好条约（喀布尔）, eventType: 访问, startDate: 1960-08-26 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 上海市, nodeId: 375.0})",[:OCCURS_IN],"(:Event {eventId: 2691, predicate: 召开, name: 陈毅主持召开淞沪警备部队等单位参加的联席会议（上海市）, eventType: 会议, startDate: 1949-06-11 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2985, predicate: 会见, name: 罗马尼亚新任驻华大使乔治乌·杜米特鲁拜会陈毅（北京市）, startDate: 1961-09-23 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3095, predicate: 会见, name: 陈毅陪同毛泽东和林彪接见尼雷尔（北京市）, startDate: 1968-06-21 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3206, name: 陈毅因病返京治疗（北京市）, eventType: 移动, startDate: 1969-10-21 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3171, predicate: 参加, name: 陈毅参加中央政治局常委扩大会议（北京市）, eventType: 会议, startDate: 1966-06-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2915, predicate: 迎接, name: 陈毅欢迎肯尼亚政府代表团（北京市）, eventType: 访问, startDate: 1964-05-03 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 巴黎, nodeId: 397.0})",[:OCCURS_IN],"(:Event {eventId: 398, name: 陈毅进施奈德公司做工（巴黎）, startDate: 1920-04-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2810, predicate: 迎接, name: 陈毅欢迎缅甸代表团访华（北京市）, eventType: 会合, startDate: 1960-09-28 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 科纳克里市, nodeId: 2939.0})",[:OCCURS_IN],"(:Event {eventId: 3515, predicate: 创作, name: 陈毅作《访几内亚》诗（科纳克里市）, startDate: 1964-01-21 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 砻市镇, nodeId: 1147.0})",[:OCCURS_IN],"(:Event {eventId: 2427, name: 陈毅任第四军教导大队队长（砻市镇）, eventType: 任职, startDate: 1928-04-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 泾县云岭, nodeId: 1417.0})",[:OCCURS_IN],"(:Event {eventId: 2276, predicate: 创作, name: 陈毅创作《十年》（泾县云岭）, startDate: 1939-03-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2841, name: 陈毅宣布中国政府承认中非共和国（北京市）, startDate: 1960-08-13 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 上海市, nodeId: 375.0})",[:OCCURS_IN],"(:Event {eventId: 2351, predicate: 主持, endDate: 1955-12-24 00:00:00, name: 陈毅主持召开上海市第一届人民代表大会第三次会议（上海市）, eventType: 会议, startDate: 1955-12-17 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 成都市, nodeId: 339.0})",[:OCCURS_IN],"(:Event {eventId: 2409, predicate: 入学, name: 陈毅就读留法预备学校（成都市）, startDate: 1918-05-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3172, predicate: 迎接, name: 陈毅迎接马里代表团（北京市）, startDate: 1966-06-05 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 西柏坡, nodeId: 1001.0})",[:OCCURS_IN],"(:Event {eventId: 2647, name: 陈毅从徐州到西柏坡（西柏坡）, startDate: 1949-02-25 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 贵阳市, nodeId: 2721.0})",[:OCCURS_IN],"(:Event {eventId: 2751, name: 陈毅到贵州视察（贵阳市）, eventType: 移动, startDate: 1959-11-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3328, name: 陈毅与几内亚教育部长巴里·迪亚瓦杜签署两国建交联合公报（北京市）, startDate: 1959-10-04 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 日内瓦, nodeId: 1450.0})",[:OCCURS_IN],"(:Event {eventId: 3513, name: 陈毅出席扩大的日内瓦会议第四十二次全体会议（日内瓦）, eventType: 会议, startDate: 1962-07-21 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2987, predicate: 参加, name: 陈毅参加庆祝中华人民共和国成立12周年大会（北京市）, eventType: 聚集, startDate: 1961-10-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3190, predicate: 汇报, name: 陈毅汇报外事口运动的情况（北京市）, startDate: 1966-09-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 白马市, nodeId: 2291.0})",[:OCCURS_IN],"(:Event {eventId: 2290, name: 西哈努克亲王陪同周恩来与陈毅游览白马湾（白马市）, eventType: 访问, startDate: 1960-05-08 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 朝鲜, nodeId: 2720.0})",[:OCCURS_IN],"(:Event {eventId: 2976, predicate: 迎接, name: 陈毅欢迎朝鲜代表团访华（北京市）, eventType: 访问, startDate: 1962-06-16 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2976, predicate: 迎接, name: 陈毅欢迎朝鲜代表团访华（北京市）, eventType: 访问, startDate: 1962-06-16 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 兴国县, nodeId: 813.0})",[:OCCURS_IN],"(:Event {eventId: 1860, name: 陈毅到农家养伤（兴国县）, startDate: 1934-08-29 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 日内瓦, nodeId: 1450.0})",[:OCCURS_IN],"(:Event {eventId: 3015, predicate: 迎接, name: 陈毅迎接老挝代表团（日内瓦）, eventType: 访问, startDate: 1962-07-20 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 上海市, nodeId: 375.0})",[:OCCURS_IN],"(:Event {eventId: 3378, predicate: 会见, name: 周恩来、陈毅接见富尔谈关于中印边界问题（上海市）, startDate: 1963-11-02 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3512, name: 陈毅发言（北京市）, startDate: 1962-10-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 雅加达市, nodeId: 2298.0})",[:OCCURS_IN],"(:Event {eventId: 2914, name: 陈毅发言（雅加达市）, eventType: 会议, startDate: 1964-04-11 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 雅加达, nodeId: 2298.0})",[:OCCURS_IN],"(:Event {eventId: 2914, name: 陈毅发言（雅加达市）, eventType: 会议, startDate: 1964-04-11 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 2921, predicate: 会见, name: 陈毅接见阿尔及利亚政府经济代表团（北京市）, eventType: 访问, startDate: 1964-09-15 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
